target;description
0;"<a href=""https://www.journaldunet.com/management/emploi-cadres/1506665-quel-avenir-pour-les-secretaires-en-contrat-cdi-face-a-la-quete-de-sens/""><img src=""https://img-0.journaldunet.com/HdUBhAEHXo6G7vPUyZPVdUQUKyw=/1280x/smart/8c47218b32d942b78d3e024014bc2337/user-jdn/10037056-damien-sio.png"" align=""left"" hspace=""5"" vspace=""0""></a>Depuis quelques années, la technologie permet simplement et de manière efficace un travail à distance. Autrefois toléré, celui-ci est désormais encouragé, ce qui accélère la mutation de certains métiers comme celui de secrétaire où la tendance des secrétaires indépendantes qui travaillant à domicile se renforce jour après jour. Est-ce le moment d'y penser ?"
0;"<a href=""https://www.journaldunet.com/patrimoine/guide-des-finances-personnelles/1504179-don-a-une-association-prolongement-du-plafond-de-deduction/""><img src=""https://img-0.journaldunet.com/skuYEp6NSncpM3ep0d6ng52ZfHw=/1280x/smart/9018c02086ac436fadddc850d580e968/ccmcms-jdn/29552903.jpg"" align=""left"" hspace=""5"" vspace=""0""></a>L'Etat propose des dispositifs de défiscalisation envers les particuliers et les entreprises généreux vis-à-vis d'associations à but non lucratif. Les détails pour tout comprendre sur les dons dans cet article."
0;"<a href=""https://www.journaldunet.com/ebusiness/telecoms-fai/1506725-smartphones-les-meilleures-offres-en-attendant-le-black-friday/""><img src=""https://img-0.journaldunet.com/hYKq6RvIA4JkLD-HOzWLd7aKrV4=/1280x/smart/b456377d60bf4451b9ebcebffadadd14/ccmcms-jdn/29532455.jpg"" align=""left"" hspace=""5"" vspace=""0""></a>Les smartphones représentent le deuxième produit le plus populaires pendant le Black Friday. Entre les nouvelles offres de produits reconditionnés et les nouveaux modèles 5G, les consommateurs ont l'embarras du choix."
0;"<a href=""https://www.journaldunet.com/web-tech/dictionnaire-de-l-iot/1196828-5g-un-an-apres-son-lancement-en-france-la-technologie-peine-a-convaincre/""><img src=""https://img-0.journaldunet.com/aWh05K5y5fZvY08jx1OkVPqq22s=/1280x/smart/154eb19c5c2a4224bc67bed925f1a920/ccmcms-jdn/28658530.jpg"" align=""left"" hspace=""5"" vspace=""0""></a>[5G] Lancée le 18 novembre 2020, la 5G n'est déployée que sur 11% des sites d'antennes et n'est expérimentée majoritairement que par les grands groupes."
1;"<a href=""https://www.journaldunet.com/solutions/dsi/1506667-alchemy-le-futur-aws-de-la-blockchain/""><img src=""https://img-0.journaldunet.com/PDPghu6Jw6sx2H4F-KXqXXwx53w=/1280x/smart/d2ba8b6be8914a84b1bb0931b3ae5424/ccmcms-jdn/29504025.jpg"" align=""left"" hspace=""5"" vspace=""0""></a>Valorisé  3,5 milliards de dollars, le Californien s'est fixé comme objectif de rendre la blockchain accessible à tous. Proposée en mode freemium, sa plateforme comprend une suite d'outils de développement, de débogage et de supervision."
0;"<a href=""https://www.journaldunet.com/management/guide-du-management/1199783-jour-ferie-2021-prochain-jour-ferie-la-semaine-prochaine/""><img src=""https://img-0.journaldunet.com/vRVGHT6UWxVrOPRt0D7bO0ORFi0=/1280x/smart/51ee8ee527834d8495ceb73759ed05c0/ccmcms-jdn/20037540.jpg"" align=""left"" hspace=""5"" vspace=""0""></a>[JOURS FERIES] Le calendrier des jours fériés en France évolue chaque année, à la faveur des week-end, notamment. Un jour férié et chômé doit être payé comme n'importe quel jour de travail. Un jour férié peut aussi être un jour travaillé. On parle alors de jour ouvré."
0;"<a href=""https://www.journaldunet.com/management/guide-du-management/1494521-fonds-de-solidarite-2021-a-quand-le-formulaire-couts-fixes/""><img src=""https://img-0.journaldunet.com/qyq-tB3jAg20nQFNfiu-vMLQU4I=/1280x/smart/700050d956b64449bf09ec57569159e6/ccmcms-jdn/26771128.jpg"" align=""left"" hspace=""5"" vspace=""0""></a>[FONDS DE SOLIDARITE] Le fonds de solidarité reste actif jusqu'aux pertes de septembre 2021 pour le volet principal, et jusqu'aux pertes d'octobre pour le dispositif Coûts fixes, est étendu à toutes les entreprises des secteurs S1 et S1 bis et celles ayant connu une fermeture administrative, sans seuil de chiffre d'affaires."
0;"<a href=""https://www.journaldunet.com/web-tech/cloud/1506685-climat-et-digitalisation-les-entreprises-ont-un-role-a-jouer/""><img src=""https://img-0.journaldunet.com/uCq1mH-OfSOGXYnPdBX-mrkDcEk=/1280x/smart/2479f77b76594fd6a37267c3719d865a/user-jdn/10034255-charles-cao.jpg"" align=""left"" hspace=""5"" vspace=""0""></a>Alors que la conférence annuelle des Nations Unies sur les changements climatiques vient de prendre fin avec un bilan mitigé, les questions environnementales, sociales et de gouvernance sont plus que jamais au cœur des préoccupations mondiales."
0;"<a href=""https://www.journaldunet.com/solutions/seo-referencement/1506647-le-role-du-seo-dans-votre-strategie-e-commerce/""><img src=""https://img-0.journaldunet.com/bKtwqY56VwpqRL6Ljip2uxeSoNw=/1280x/smart/c12c4858abcd441a83bac5b3ee1d428a/user-jdn/10037050-killian-mouton.jpg"" align=""left"" hspace=""5"" vspace=""0""></a>Dans cet article, nous allons voir ensemble ce qu'est une stratégie SEO en e-commerce et pourquoi il est désormais vital pour une entreprise voulant se lancer sur le web, d'avoir recours une stratégie SEO pour booster ses ventes et accroitre sa notoriété !"
1;"<a href=""https://www.journaldunet.com/solutions/dsi/1506733-pourquoi-la-securite-zero-trust-est-vitale-pour-le-teletravail/""><img src=""https://img-0.journaldunet.com/6CWXm9uwGlbxUENbx2HRs1xfCMI=/1280x/smart/53d0bf334eac477bb49352e9b4450078/user-jdn/10037073-jeff-abbott.jpg"" align=""left"" hspace=""5"" vspace=""0""></a>La pandémie de Covid-19 a forcé tous les secteurs d'activité à bouleverser leurs opérations afin de basculer sur des réseaux plus distribués, qui ont permis la mise en place du télétravail. Par conséquent, l'époque où l'on travaillait cinq jours par semaine au bureau est désormais révolue. Alors que les entreprises continuent d'adopter le travail à distance, les nouvelles approches en faveur de la cohésion des opérations commerciales entraîneront également de nouvelles menaces."
1;"<a href=""https://www.journaldunet.com/solutions/dsi/1506731-intelligence-artificielle-et-frugalite-ne-sont-pas-antinomiques/""><img src=""https://img-0.journaldunet.com/CaTmWcboxKVQN2EzpNRfXbG4MV0=/1280x/smart/2005b44523564e3085bf1eec1a002cb1/user-jdn/10037071-marine-bibal.jpg"" align=""left"" hspace=""5"" vspace=""0""></a>Qui dit existence d'une technologie dit également évolution de celle-ci. Ainsi, la plupart des technologies qui nous entourent n'ont cessé de progresser, devenant plus rapides, innovantes, intelligentes… mais aussi pour beaucoup d'entre elles plus énergivores et exigeantes en ressources naturelles et parfois humaines, et cela alors même qu'elles ne répondent pas toujours à des besoins fondamentaux."
0;"<a href=""https://www.journaldunet.com/solutions/dsi/1506721-comment-mettre-fin-au-shadow-it-et-garantir-la-securite-des-donnees-grace-aux-applications-cloud/""><img src=""https://img-0.journaldunet.com/TRDEjp6Vru-wK7p_KNc3OFuHOMA=/1280x/smart/3791aef0c24a4722b724676485bc542c/user-jdn/10037068-mathieu-mondino.jpg"" align=""left"" hspace=""5"" vspace=""0""></a>Aujourd'hui, une entreprise moyenne utilise plus de 2 000 applications et services Cloud. Ce nombre est amené à croître à mesure que les entreprises prendront conscience des avantages de ces services collaboratifs en termes d'efficacité et de flexibilité."
1;"<a href=""https://www.journaldunet.com/solutions/dsi/1506709-certaines-competences-informatiques-strategiques-sont-elles-en-train-d-echapper-aux-entreprises/""><img src=""https://img-0.journaldunet.com/pvisOgKaDbfUleXwkI0pS5_zpqA=/1280x/smart/cb55aa03969f474d82bb2ebfc0c06bf1/user-jdn/10035011-thomas-delfort.jpg"" align=""left"" hspace=""5"" vspace=""0""></a>Migration vers le cloud, sécurité et résilience des systèmes d'information, infrastructures de production… Certaines expertises clés deviennent tellement complexes que les entreprises sont de plus en plus rares à les posséder."
0;"<a href=""https://www.journaldunet.com/web-tech/cloud/1506735-thierry-souche-ovhcloud/""><img src=""https://img-0.journaldunet.com/kRRoY85reJv6jfBvBq2HEOxxUE0=/1280x/smart/c5e42897a7194abbb708110c6f46363f/ccmcms-jdn/29535335.jpg"" align=""left"" hspace=""5"" vspace=""0""></a>A l'occasion de l'OVHcloud Ecosystem Experience 2021, le CTO du provider français a accordé une interview au JDN. Il détaille la feuille de route du vaste projet annoncé lors de l'événement."
1;"<a href=""https://www.journaldunet.com/solutions/dsi/1506689-les-entreprises-ont-besoin-de-data-analyst-et-data-scientist-pour-deployer-des-ia-performantes/""><img src=""https://img-0.journaldunet.com/gCewKKGD1F67wsg3odXSGLrEd1s=/1280x/smart/09d5d16dc88a46b6b0e3a1bb8acd0099/user-jdn/10032938-sophie-dionnet.jpeg"" align=""left"" hspace=""5"" vspace=""0""></a>Pour déployer des projets d'IA pertinents, les entreprises doivent recruter des data analysts et data scientists. Un duo indispensable à la maitrise de toute la chaine de valeur de la donnée, depuis la production jusqu'à l'exploitation de la donnée."
0;"<a href=""https://www.journaldunet.com/solutions/dsi/1506687-assurances-ameliorer-le-parcours-clients-en-passant-par-l-automatisation/""><img src=""https://img-0.journaldunet.com/qScgRLNmCi_dJn8duRBtmzfcEaU=/1280x/smart/3070a42dfc674f3a8d15661eb0933786/user-jdn/10032331-thomas-knidler.jpg"" align=""left"" hspace=""5"" vspace=""0""></a>Les AssurTech font une ombre de plus en plus importante aux acteurs historiques du secteur assurance. La faute à un retard de ces derniers sur l'expérience utilisateur. Pour recoller au score, il leur faudrait construire une relation de confiance réciproque qui ne pourra passer que par l'automatisation."
0;"<a href=""https://www.journaldunet.com/solutions/dsi/1506681-metavers-un-nouveau-monde-qui-ouvre-aussi-des-possibilites-d-investissement/""><img src=""https://img-0.journaldunet.com/thNdD1QB8pq1tjEFESp8G3qihZ8=/1280x/smart/c5b585d98cd6476286861fe0f7265d01/user-jdn/10032632-david-derhy.jpeg"" align=""left"" hspace=""5"" vspace=""0""></a>Frontière ultime entre le monde réel et le monde virtuel, le métavers représente aujourd'hui la plus probable évolution d'internet dans les prochaines années. Un phénomène qui fait beaucoup parler de lui depuis les dernières annonces de  Mark Zuckerberg et le revirement stratégique de Facebook vers le métavers. Un nouveau monde qui ouvre aussi la voie à de nouvelles perspectives d'investissement !"
0;"<a href=""https://www.journaldunet.com/economie/transport/1506643-la-data-cle-de-voute-de-la-velorution-des-villes/""><img src=""https://img-0.journaldunet.com/H0rjVluxGJXfHqDxzOqBMUG5488=/1280x/smart/af6fd987262c43a2ad45e37f46ebf4e6/user-jdn/10037046-romain-afflelou.jpg"" align=""left"" hspace=""5"" vspace=""0""></a>Alors que le 103ème Congrès des maires bat son plein et que tous les regards sont tournés vers l'échéance présidentielle de 2022, un enjeu social et politique prend une ampleur majeure : la transition des villes vers les mobilités douces et durables grâce, notamment, à la data."
0;"<a href=""https://www.journaldunet.com/management/guide-du-management/1498443-obligations-relance-un-lancement-d-ici-fin-novembre/""><img src=""https://img-0.journaldunet.com/s6bNw7YNM_sIPt_5-JzQuKJqUwE=/1280x/smart/9e95f0fcec4c407aa29acf0255197b88/ccmcms-jdn/25210663.jpg"" align=""left"" hspace=""5"" vspace=""0""></a>[Obligations Relance] Les obligations Relance constituent un dispositif de financement destiné à venir en aide aux entreprises qui ont du mal à se financer suite la crise du Covid. Conditions pour en bénéficier."
0;"<a href=""https://www.journaldunet.com/management/guide-du-management/1498437-pret-participatif-relance-prolongation-jusqu-en-2023/""><img src=""https://img-0.journaldunet.com/Npd9Oh0eH7vEQ0TNWkX3nUU305o=/1280x/smart/9e6a921bb6a142edb9ed9eca723a2b1a/ccmcms-jdn/22849581.jpg"" align=""left"" hspace=""5"" vspace=""0""></a>Les prêts participatifs viennent en aide aux entreprises ayant du mal à se financer suite à la crise du coronavirus. Ils sont disponibles jusqu'en décembre 2023. Qui peut en bénéficier ? Comment en obtenir un ?"
0;"<a href=""https://www.journaldunet.com/management/guide-du-management/1490025-prets-garantis-par-l-etat-pas-de-delai-pour-rembourser/""><img src=""https://img-0.journaldunet.com/dD050yTGhKuJWZuzQEc2LeM2nSE=/1280x/smart/14b074be481a4ae6b266a263e8663555/ccmcms-jdn/21601368.jpg"" align=""left"" hspace=""5"" vspace=""0""></a>[PGE] Depuis le 25 mars 2020, les banques françaises peuvent commercialiser les prêts garantis par l'Etat. Un dispositif destiné à soutenir la trésorerie des entreprises, mise à rude épreuve par la crise du coronavirus."
0;"<a href=""https://www.journaldunet.com/management/guide-du-management/1490219-aide-aux-independants-evolution-du-pge-et-du-pret-participatif/""><img src=""https://img-0.journaldunet.com/DTggCCFvi7TRqSMQtJzbUw7r4D4=/1280x/smart/200a5c5d9ec544f7bb005864dfd5710d/ccmcms-jdn/26059843.jpg"" align=""left"" hspace=""5"" vspace=""0""></a>[AIDE INDEPENDANTS] Tour d'horizon des dispositifs d'aide mis en place dans le cadre de la crise sanitaire pour aider les indépendants."
0;"<a href=""https://www.journaldunet.com/management/guide-du-management/1494253-aides-aux-entreprises-pas-de-report-pour-rembourser-le-pge/""><img src=""https://img-0.journaldunet.com/dzQwYM09aAsplx2zJS6doOk5GqE=/1280x/smart/69a5e6f392eb4b288ca256ef0718650c/ccmcms-jdn/26637263.jpg"" align=""left"" hspace=""5"" vspace=""0""></a>[AIDE COVID] Pour faire face aux difficultés économiques provoquées par la crise du coronavirus, le gouvernement dévoile régulièrement de nouvelles salves d'aides aux entreprises. Voici les principales mesures."
0;"<a href=""https://www.journaldunet.com/solutions/seo-referencement/1506711-une-bonne-landing-page-black-friday-selon-rueducommerce/""><img src=""https://img-0.journaldunet.com/kpuktNononjqkhX-oidLW7PfUIM=/1280x/smart/946bf3d312ba4519bc39ec8c1d833368/ccmcms-jdn/29528262.png"" align=""left"" hspace=""5"" vspace=""0""></a>A l'approche de la date butoir, les acteurs du e-commerce peaufinent leurs sites pour remonter le plus haut possible dans les SERP le jour J. Rueducommerce a ouvert ses portes au JDN pour dévoiler ses recettes d'une landing page efficace."
0;"<a href=""https://www.journaldunet.com/ebusiness/internet-mobile/1506713-avec-smartpole-lacroix-monte-a-l-assaut-du-gigantesque-marche-de-la-chute-de-poteaux/""><img src=""https://img-0.journaldunet.com/XupMBTARf5snSnDBUPscrqAvsn8=/1280x/smart/7c7eb5b643ee44d4bbd194e704b0d48f/ccmcms-jdn/29529106.jpg"" align=""left"" hspace=""5"" vspace=""0""></a>Le capteur connecté de l'équipementier français détecte les chutes de poteaux pour aider les techniciens des gestionnaires d'infrastructures dans le monde à rétablir au plus vite le réseau concerné."
0;"<a href=""https://www.journaldunet.com/ebusiness/publicite/1506669-pourquoi-le-floc-2-0-de-google-va-decevoir-les-annonceurs/""><img src=""https://img-0.journaldunet.com/cteTJvpk1JIV605w_KTgwr0Qh7c=/1280x/smart/8c0c702328d341f8a21baa02e10e07c1/ccmcms-jdn/13806055.jpg"" align=""left"" hspace=""5"" vspace=""0""></a>Parce qu'il réalise qu'il n'est pas possible d'offrir un ciblage très granulaire sans s'exposer aux risques d'identifier un utilisateur via le fingerprinting, Google est contraint de revoir sa méthode de ciblage dans un monde post cookies tiers."
0;"<a href=""https://www.journaldunet.com/economie/services/1506651-urgence-climatique-la-ville-de-demain-sera-la-ville-du-quart-d-heure/""><img src=""https://img-0.journaldunet.com/vF634EHbJIi5x5PLOj5OIycajEw=/1280x/smart/46d38c69356948b7b36e7cf84293a7f1/user-jdn/10034861-christophe-burckart.png"" align=""left"" hspace=""5"" vspace=""0""></a>Les enjeux environnementaux actuels risquent d'impacter profondément nos modes de vie. Il est primordial de s'adapter dès aujourd'hui."
0;"<a href=""https://www.journaldunet.com/management/guide-du-management/1193449-actualisation-pole-emploi-cloture-pour-le-mois-d-octobre-2021/""><img src=""https://img-0.journaldunet.com/cwJMvMoCSoH-zGNIo5_wOECrbJ0=/1280x/smart/5088e958827342d0bcebb56c8a8a5361/ccmcms-jdn/24590215.jpg"" align=""left"" hspace=""5"" vspace=""0""></a>[POLE EMPLOI ACTUALISATION] L'actualisation mensuelle est nécessaire pour toucher les allocations chômage. Attention toutefois à bien respecter les dates d'ouverture et de fermeture du service."
0;"<a href=""https://www.journaldunet.com/patrimoine/guide-des-finances-personnelles/1162316-date-de-taxe-d-habitation-2021-delai-pour-payer-en-ligne/""><img src=""https://img-0.journaldunet.com/5Gn84RhM9g7hip75l5ADueqiJyY=/1280x/smart/69033a2bf918494f85323df013429790/ccmcms-jdn/17342633.jpg"" align=""left"" hspace=""5"" vspace=""0""></a>[TAXE D'HABITATION DATE 202] La taxe d'habitation sera définitivement supprimée pour tous les redevables au titre de leur résidence principale en 2023. D'ici là, 20% des foyers imposés continueront de la payer. Une obligation à remplir dans les délais impartis."
0;"<p><noscript><img src=""https://www.journaldugeek.com/content/uploads/2021/11/ka-epique-158x105.jpg"" width=""158"" height=""105"" /></noscript><img width=""1400"" height=""932"" src=""https://www.journaldugeek.com/content/uploads/2021/11/ka-epique.jpg"" class=""attachment-full size-full wp-post-image"" alt="""" /></p>
<p>L'Édition Épique de Kaamelott-Premier volet est bientôt disponible et pourrait bien être rapidement en rupture de stock, c'est donc le moment de la précommander&nbsp;!</p>
<p><a rel=""nofollow"" href=""https://www.journaldugeek.com/bon-plan/avez-vous-precommander-ledition-epique-de-kaamelott-premier-volet/"">Avez-vous précommandé l&#8217;Édition Épique de Kaamelott-Premier volet&nbsp;?</a></p>
"
0;"<p><noscript><img src=""https://www.journaldugeek.com/content/uploads/2021/11/template-jdg-2021-11-18t121548-399-158x105.jpg"" width=""158"" height=""105"" /></noscript><img width=""1400"" height=""932"" src=""https://www.journaldugeek.com/content/uploads/2021/11/template-jdg-2021-11-18t121548-399.jpg"" class=""attachment-full size-full wp-post-image"" alt=""Alien isolation sur mobiles"" /></p>
<p>Le survival horror Alien Isolation est bientôt disponible sur mobiles, préparez vous à revivre votre frousse de l’année. </p>
<p><a rel=""nofollow"" href=""https://www.journaldugeek.com/2021/11/18/ce-jeu-dhorreur-iconique-se-degote-une-date-de-sortie-sur-mobiles/"">Ce jeu d’horreur iconique se dégote une date de sortie sur mobiles&nbsp;!</a></p>
"
0;"<p><noscript><img src=""https://www.journaldugeek.com/content/uploads/2021/11/dreame-z10-pro-robot-aspirateur-promotion-158x105.jpg"" width=""158"" height=""105"" /></noscript><img width=""1400"" height=""932"" src=""https://www.journaldugeek.com/content/uploads/2021/11/dreame-z10-pro-robot-aspirateur-promotion.jpg"" class=""attachment-full size-full wp-post-image"" alt=""Le Dreame Z10 Pro est actuellement en promotion."" /></p>
<p>L'un des derniers robots aspirateurs de Dreame, le Z10 Pro, voit son prix chuter grâce à ce code promo&nbsp;!</p>
<p><a rel=""nofollow"" href=""https://www.journaldugeek.com/bon-plan/chute-de-prix-pour-lun-des-meilleurs-aspirateur-robot-le-dreame-z10-pro/"">Chute de prix pour l&#8217;un des meilleurs aspirateur robot&nbsp;: le Dreame Z10 Pro&nbsp;!</a></p>
"
0;"<p><noscript><img src=""https://www.journaldugeek.com/content/uploads/2021/11/acer-swift-3-pc-158x105.jpg"" width=""158"" height=""105"" /></noscript><img width=""1400"" height=""932"" src=""https://www.journaldugeek.com/content/uploads/2021/11/acer-swift-3-pc.jpg"" class=""attachment-full size-full wp-post-image"" alt=""Jeune femme utilisant l&#039;Acer Swift 3"" /></p>
<p>Vous voulez changer de PC portable&nbsp;? Ça tombe bien. Le tout dernier modèle d’Acer Intel Evo est à prix mini pour célébrer son lancement. Découvrez le Swift 3 à moins de 650 euros.</p>
<p><a rel=""nofollow"" href=""https://www.journaldugeek.com/2021/11/18/pour-son-lancement-lacer-swift-3-intel-evo-est-a-prix-casse-sur-cdiscount/"">Pour son lancement, l’Acer Swift 3 Intel Evo est à prix cassé sur Cdiscount</a></p>
"
0;"<p><noscript><img src=""https://www.journaldugeek.com/content/uploads/2021/11/coinbase-nft-crypto-158x105.jpg"" width=""158"" height=""105"" /></noscript><img width=""1400"" height=""932"" src=""https://www.journaldugeek.com/content/uploads/2021/11/coinbase-nft-crypto.jpg"" class=""attachment-full size-full wp-post-image"" alt=""coinbase-nft-crypto"" /></p>
<p>Le monde des cryptoactifs est en pleine évolution. Alors que le bitcoin atteint des records à plus de 60 000 dollars, voilà que les NFT, des jetons numériques utilisant eux aussi la technologie de la blockchain, sont à leur apogée. </p>
<p><a rel=""nofollow"" href=""https://www.journaldugeek.com/2021/11/18/sur-google-les-nft-battent-un-nouveau-record-de-popularite/"">Sur Google les NFT battent un nouveau record de popularité</a></p>
"
0;"<p><noscript><img src=""https://www.journaldugeek.com/content/uploads/2021/05/star-wars-sabre-laser-disney-realiste-158x105.jpg"" width=""158"" height=""105"" /></noscript><img width=""1400"" height=""932"" src=""https://www.journaldugeek.com/content/uploads/2021/05/star-wars-sabre-laser-disney-realiste.jpg"" class=""attachment-full size-full wp-post-image"" alt=""star wars sabre laser"" /></p>
<p>Rétractable, lumineux et ... hors de portée. Le nouveau sabre laser Star Wars ne pourra être utilisé que par les employés du parc d'Orlando. </p>
<p><a rel=""nofollow"" href=""https://www.journaldugeek.com/2021/11/18/star-wars-vous-ne-pourrez-jamais-toucher-cet-incroyable-sabre-laser/"">Star Wars&nbsp;: vous ne pourrez jamais toucher cet incroyable sabre laser</a></p>
"
0;"<p><noscript><img src=""https://www.journaldugeek.com/content/uploads/2021/11/blackfriday-amazon-03-158x105.jpg"" width=""158"" height=""105"" /></noscript><img width=""1400"" height=""932"" src=""https://www.journaldugeek.com/content/uploads/2021/11/blackfriday-amazon-03.jpg"" class=""attachment-full size-full wp-post-image"" alt=""Black Friday Amazon"" /></p>
<p>Chaque jour, c'est la même histoire. Pour Black Friday, Amazon continue de pousser agressivement les offres mais les ruptures se font de plus en plus nombreuses. Notre liste du jour.</p>
<p><a rel=""nofollow"" href=""https://www.journaldugeek.com/2021/11/18/black-friday-attention-voici-10-deals-choc-a-ne-pas-rater-ce-jeudi/"">Black Friday&nbsp;: voici 10 deals CHOC à saisir avant ce jeudi soir (-80%) ??</a></p>
"
0;"<p><noscript><img src=""https://www.journaldugeek.com/content/uploads/2021/09/youtube-shorts-158x105.jpg"" width=""158"" height=""105"" /></noscript><img width=""1400"" height=""932"" src=""https://www.journaldugeek.com/content/uploads/2021/09/youtube-shorts.jpg"" class=""attachment-full size-full wp-post-image"" alt=""Youtube dislike"" /></p>
<p>C'est du moins ce qu’estime l’un des cofondateurs de la plateforme, persuadé que cette disparition va entraîner le déclin de YouTube. </p>
<p><a rel=""nofollow"" href=""https://www.journaldugeek.com/2021/11/18/youtube-la-suppression-des-dislikes-pourrait-tuer-le-reseau-social/"">YouTube&nbsp;: la suppression des dislikes pourrait tuer le réseau social</a></p>
"
0;"<p><noscript><img src=""https://www.journaldugeek.com/content/uploads/2021/11/template-images-jdg-pptx99-158x105.jpg"" width=""158"" height=""105"" /></noscript><img width=""1400"" height=""932"" src=""https://www.journaldugeek.com/content/uploads/2021/11/template-images-jdg-pptx99.jpg"" class=""attachment-full size-full wp-post-image"" alt=""pulp fiction"" /></p>
<p>Miramax vient d’attaquer Quentin Tarantino en justice. La société de distribution américaine estime qu’il n’a pas le droit de vendre des NFT relatifs à Pulp Fiction.</p>
<p><a rel=""nofollow"" href=""https://www.journaldugeek.com/2021/11/18/les-nft-de-quentin-tarantino-nont-pas-plu-a-miramax/"">Les NFT de Quentin Tarantino n’ont pas plu à Miramax</a></p>
"
0;"<p><noscript><img src=""https://www.journaldugeek.com/content/uploads/2021/11/forfaitorange-blackfriday-158x105.jpg"" width=""158"" height=""105"" /></noscript><img width=""1400"" height=""932"" src=""https://www.journaldugeek.com/content/uploads/2021/11/forfaitorange-blackfriday.jpg"" class=""attachment-full size-full wp-post-image"" alt=""Forfait Orange"" /></p>
<p>Orange démarre Black Friday en trombe avec un forfait mobile sans engagement disponible à un prix inédit. Vous pouvez profiter de 70 Go pour 9,99 euros par mois, ce qui est fou. Et cela concerne bien un forfait Orange et non sa marque low-cost Sosh.</p>
<p><a rel=""nofollow"" href=""https://www.journaldugeek.com/2021/11/18/black-friday-orange-met-tout-le-monde-ko-avec-ce-forfait-70-go/"">Black Friday&nbsp;: Orange met tout le monde KO avec son forfait 70 Go</a></p>
"
0;Aux États-Unis, les voitures pourraient bientôt refuser de rouler si le conducteur est en état d’ivresse.
0;Apple proposera des instructions pour réparer ses produits à domicile, sans avoir à les apporter dans un magasin ou un atelier de réparation tiers.
1;La pandémie a permis d’accélérer la transformation numérique des entreprises canadiennes et les rendements sont là pour le prouver, selon Zoho.
0;Si vous n’avez pas configuré votre compte Twitter en mode privé, tous vos messages deviennent du domaine public.
0;Le jeu phénomène Fortnite, qui réunit en ligne des millions d’adeptes à travers le monde, n’est plus accessible en Chine.
0;Une psychologue québécoise propose un traitement novateur qui fait déjà ses preuves. 
0;Jusqu’en janvier prochain, les visiteurs de la boutique Bouclair pourront admirer les œuvres d’étudiants en arts de l’U. Concordia sur un écran géant.
0;Après avoir été longtemps sous surveillance, le groupe Atalante Québec a été désigné comme organisation dangereuse et banni des plateformes de Meta.
0;L’éditeur de jeux vidéo miHoYo annonce aujourd’hui un nouveau studio à Montréal et entrevoit la création d’une centaine d’emplois d’ici deux ans.
0;YouTube a annoncé mercredi que le nombre de « Je n'aime pas » sous les vidéos diffusées sur sa plateforme serait désormais masqué.
0;Avec la baisse du mercure vient la hausse des factures de chauffage. Pour les réduire, remplacez les thermostats classiques par des modèles connectés.
0;La lanceuse d’alerte de Facebook Frances Haugen a salué à Bruxelles le «potentiel énorme» du projet européen de régulation des géants du numérique.
0;Par rapport à l'iPhone 12 Pro, la nouvelle génération 13 Pro apporte un meilleur écran et un système de caméras plus perfectionné.
0;Voici un autre exemple de la pénurie de processeurs dans le monde, Apple doit réduire la production des iPad pour maintenir celle des iPhone.
0;Les nouveaux jeux, les créateurs, les éditeurs et les formations, vous trouverez tout sous un même toit avec la 3e édition de MEGAMIGS, virtuellement.
0;"When I Work est un outil de gestion de planning et de suivi du temps de travail couplé à une messagerie. Il permet d&#8217;organiser simplement le planning de vos équipes par simple glisser déposer. Une fois la conformité du planning établie, chaque collaborateur reçoit les informations le concernant. L&#8217;un des objectifs des créateurs de la &#8230;<div class=""feedflare"">
<a href=""http://feeds.feedburner.com/~ff/lejournaldesrh?a=g6ZaWYUJrr0:-og_Crh7ipE:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/lejournaldesrh?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.feedburner.com/~ff/lejournaldesrh?a=g6ZaWYUJrr0:-og_Crh7ipE:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/lejournaldesrh?i=g6ZaWYUJrr0:-og_Crh7ipE:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.feedburner.com/~ff/lejournaldesrh?a=g6ZaWYUJrr0:-og_Crh7ipE:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/lejournaldesrh?d=qj6IDK7rITs"" border=""0""></img></a>
</div>"
